TEAM,NATIONALITY,POSITION,AGE,POTENTIAL,NAME
Shakhtar Donetsk ,Brazil,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,32,Muy bueno,Taison
Roma ,Serbia,Defensa lateral (lateral derecha),34,Muy bueno,Aleksandar Kolarov
Sevilla FC ,Brazil,Mediocampista defensivo|Mediocampista central,33,Muy bueno,Fernando
Galatasaray SK ,Uruguay,Portero,34,Muy bueno,Fernando Muslera
Chelsea ,Brazil,Mediocampista lateral|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),31,Muy bueno,Willian
Atlético Madrid ,Spain,Delantero,31,Muy bueno,Diego Costa
Villarreal CF ,Spain,Portero,31,Muy bueno,Sergio Asenjo
FC Bayern München ,Spain,Defensa central|Mediocampista defensivo,31,Muy bueno,Javi Martínez
Olympique de Marseille ,France,Mediocampista ofensivo|Extremo (Extremo izquierdo),33,Muy bueno,Dimitri Payet
FC Porto ,Spain,Defensa central,33,Muy bueno,Marcano
Beijing Sinobo Guoan FC ,Brazil,Mediocampista lateral (Mediocampista derecho)|Mediocampista central|Mediocampista ofensivo,32,Muy bueno,Renato Augusto
Jiangsu Suning FC ,Brazil,Defensa central,35,Muy bueno,Miranda
AS Saint-Étienne ,France,Portero,33,Muy bueno,Stéphane Ruffier
Galatasaray SK ,Colombia,Delantero,34,Muy bueno,Falcao
Fiorentina ,France,Mediocampista lateral (Mediocampista derecho)|Delantero central|Extremo (Extremo izquierdo),37,Muy bueno,Franck Ribéry
Atlético Madrid ,Mexico,Mediocampista central,30,Muy bueno,Héctor Herrera
Sevilla FC ,Spain,Defensa lateral|Mediocampista lateral,34,Muy bueno,Jesús Navas
RSC Anderlecht ,Belgium,Defensa central,34,Muy bueno,Vincent Kompany
FC Porto ,Portugal,Defensa central,37,Muy bueno,Pepe
Vissel Kobe ,Spain,Mediocampista lateral (Mediocampista derecho)|Mediocampista central|Mediocampista ofensivo,36,Muy bueno,Iniesta
Free Agents ,Ecuador,Delantero,31,Muy bueno,Segundo Mandíquez
Free Agents ,Uruguay,Delantero|Delantero central,28,Muy bueno,Luis Roberto Dálves
Free Agents ,Uruguay,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo|Extremo (Extremo izquierdo),32,Muy bueno,Saúl Marcelo Ardero
Free Agents ,Uruguay,Defensa central|Mediocampista defensivo,36,Muy bueno,Jaime Nicolás Frendado
Real Betis ,Spain,Delantero,26,Muy bueno,Loren
Real Madrid ,Brazil,Defensa lateral|Defensa central,22,Muy bueno,Éder Militão
Valencia CF ,Uruguay,Delantero,23,Muy bueno,Maximiliano Gómez
West Ham United ,Czech Republic,Mediocampista defensivo|Mediocampista central,25,Muy bueno,Tomáš Soucek
Ajax ,Brazil,Mediocampista ofensivo|Extremo (Extremo derecho),23,Muy bueno,David Neres
Lazio ,Italy,Mediocampista lateral,26,Muy bueno,Manuel Lazzari
Olympique Lyonnais ,France,Mediocampista lateral (Mediocampista derecho)|Mediocampista central,22,Muy bueno,Houssem Aouar
Everton ,Brazil,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),23,Muy bueno,Richarlison
Santos ,Brazil,Delantero,20,Muy bueno,Luimo Boas Santos
Palmeiras ,Brazil,Defensa central,32,Muy bueno,Tony Abranjes
Fluminense ,Brazil,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo|Extremo (Extremo izquierdo),20,Muy bueno,Laure Santeiro
Leicester City ,England,Defensa lateral (lateral derecha),23,Muy bueno,Ben Chilwell
Bayer 04 Leverkusen ,Jamaica,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),22,Muy bueno,Leon Bailey
Atlético Madrid ,Spain,Defensa central,25,Muy bueno,Mario Hermoso
Real Madrid ,France,Defensa lateral (lateral derecha),25,Muy bueno,Ferland Mendy
FC Porto ,Mali,Delantero|Mediocampista lateral,29,Muy bueno,Moussa Marega
Atlético Madrid ,Spain,Mediocampista defensivo|Mediocampista central,25,Muy bueno,Marcos Llorente
Real Betis ,Spain,Delantero,27,Muy bueno,Borja Iglesias
Arsenal ,Uruguay,Mediocampista defensivo|Mediocampista central,24,Muy bueno,Lucas Torreira
VfL Wolfsburg ,Netherlands,Delantero,27,Muy bueno,Wout Weghorst
Arsenal ,Spain,Mediocampista central|Mediocampista ofensivo,23,Muy bueno,Dani Ceballos
RB Leipzig ,Germany,Lateral (lateral izquierdo)|Defensa lateral|Defensa lateral (lateral derecha)|Extremo (Extremo derecho),24,Muy bueno,Lukas Klostermann
Manchester United ,Sweden,Defensa central,26,Muy bueno,Victor Lindelöf
Levante UD ,Spain,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),33,Muy bueno,Morales
Leicester City ,Belgium,Mediocampista central,23,Muy bueno,Youri Tielemans
River Plate ,Argentina,Mediocampista central|Mediocampista ofensivo,30,Muy bueno,Ignacio Fernández
Lazio ,Argentina,Delantero|Mediocampista ofensivo|Delantero central,25,Muy bueno,Joaquín Correa
Montpellier Hérault SC ,Argentina,Portero,28,Muy bueno,Gerónimo Rulli
Bayer 04 Leverkusen ,Germany,Defensa central,24,Muy bueno,Jonathan Tah
Lokomotiv Moscow ,Portugal,Mediocampista lateral (Mediocampista derecho)|Mediocampista central|Mediocampista ofensivo,27,Muy bueno,João Mário
Juventus ,Italy,Mediocampista lateral|Mediocampista ofensivo,26,Muy bueno,Federico Bernardeschi
SL Benfica ,Greece,Portero,26,Muy bueno,Odisseas Vlachodimos
Bayer 04 Leverkusen ,Germany,Mediocampista central,27,Muy bueno,Kerem Demirbay
Valencia CF ,Spain,Defensa lateral (lateral derecha),25,Muy bueno,Gayà
Juventus ,Italy,Defensa central,26,Muy bueno,Daniele Rugani
RB Leipzig ,Germany,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),28,Muy bueno,Marcel Halstenberg
Napoli ,Poland,Mediocampista lateral (Mediocampista derecho)|Mediocampista central,26,Muy bueno,Piotr Zielinski
RB Leipzig ,Sweden,Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,28,Muy bueno,Emil Forsberg
Boca Juniors ,Argentina,Portero,29,Muy bueno,Esteban Andrada
Cagliari ,Italy,Portero,26,Muy bueno,Alessio Cragno
Paris Saint-Germain ,Spain,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),27,Muy bueno,Juan Bernat
Everton ,England,Portero,26,Muy bueno,Jordan Pickford
Athletic Club ,Spain,Defensa central,29,Muy bueno,Iñigo Martínez
Guangzhou R&F FC ,Israel,Delantero|Extremo (Extremo izquierdo),33,Muy bueno,Eran Zahavi
Chelsea ,France,Defensa central,25,Muy bueno,Kurt Zouma
Sevilla FC ,Czech Republic,Portero,31,Muy bueno,Tomáš Vaclík
Manchester City ,England,Defensa central,26,Muy bueno,John Stones
Valencia CF ,Italy,Defensa lateral,29,Muy bueno,Alessandro Florenzi
Sevilla FC ,Spain,Mediocampista ofensivo|Extremo (Extremo derecho),26,Muy bueno,Suso
VfL Wolfsburg ,France,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),27,Muy bueno,Jérôme Roussillon
Watford ,Spain,Mediocampista lateral (Mediocampista derecho)|Delantero central,26,Muy bueno,Deulofeu
Paris Saint-Germain ,Belgium,Defensa lateral|Mediocampista lateral,28,Muy bueno,Thomas Meunier
Eintracht Frankfurt ,Austria,Defensa central,27,Muy bueno,Martin Hinteregger
Valencia CF ,Central African Rep.,Mediocampista central,27,Muy bueno,Geoffrey Kondogbia
RC Celta ,Brazil,Mediocampista lateral|Mediocampista central|Mediocampista ofensivo,27,Muy bueno,Rafinha
FC Porto ,Argentina,Portero,32,Muy bueno,Agustín Marchesín
AS Monaco Football Club SA ,France,Portero,29,Muy bueno,Benjamin Lecomte
Feyenoord ,Netherlands,Extremo (Extremo derecho),28,Muy bueno,Steven Berghuis
R. Valladolid CF ,Spain,Portero,31,Muy bueno,Jordi Masip
Sporting CP ,Uruguay,Defensa central,29,Muy bueno,Sebastián Coates
RB Leipzig ,Slovenia,Mediocampista defensivo|Mediocampista central|Mediocampista ofensivo,29,Muy bueno,Kevin Kampl
Liverpool ,Switzerland,Mediocampista lateral|Extremo (Extremo derecho),28,Muy bueno,Xherdan Shaqiri
Roma ,Ermenia,Mediocampista lateral|Mediocampista ofensivo|Extremo (Extremo derecho),31,Muy bueno,Henrikh Mkhitaryan
Chelsea ,Spain,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),29,Muy bueno,Marcos Alonso
Paris Saint-Germain ,Spain,Mediocampista defensivo|Mediocampista central,30,Muy bueno,Ander Herrera
Boca Juniors ,Argentina,Mediocampista lateral|Extremo (Extremo derecho),30,Muy bueno,Eduardo Salvio
Shanghai Greenland Shenhua FC ,Italy,Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),27,Muy bueno,Stephan El Shaarawy
Besiktas JK ,Serbia,Mediocampista ofensivo|Extremo (Extremo izquierdo),28,Muy bueno,Adem Ljajic
Roma ,England,Defensa central,30,Muy bueno,Chris Smalling
Sevilla FC ,Netherlands,Delantero,29,Muy bueno,Luuk de Jong
Milan ,Italy,Mediocampista central,30,Muy bueno,Giacomo Bonaventura
Torino ,Cameroon,Defensa central,30,Muy bueno,Nicolas Nkoulou
Shakhtar Donetsk ,Ukraine,Mediocampista lateral|Mediocampista ofensivo,32,Muy bueno,Marlos
Brescia ,Italy,Delantero,29,Muy bueno,Mario Balotelli
Atlético Madrid ,England,Defensa lateral,29,Muy bueno,Kieran Trippier
Fenerbahçe SK ,Brazil,Defensa central|Mediocampista defensivo,33,Muy bueno,Luiz Gustavo
Al Nassr ,Brazil,Mediocampista ofensivo,30,Muy bueno,Giuliano
Inter ,Chile,Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),31,Muy bueno,Alexis Sánchez
Al Hilal ,Italy,Delantero|Mediocampista ofensivo|Delantero central,33,Muy bueno,Sebastian Giovinco
FC Bayern München ,Germany,Defensa central,31,Muy bueno,Jérôme Boateng
Athletic Club ,Spain,Defensa lateral (lateral derecha),30,Muy bueno,Yuri Berchiche
Arsenal ,Brazil,Defensa central,33,Muy bueno,David Luiz
Milan ,Denmark,Defensa central,31,Muy bueno,Simon Kjær
Atlético Madrid ,Spain,Portero,33,Muy bueno,Adán
Bayer 04 Leverkusen ,Germany,Defensa central|Mediocampista defensivo,31,Muy bueno,Sven Bender
Bayer 04 Leverkusen ,Germany,Defensa lateral|Mediocampista defensivo|Mediocampista central,31,Muy bueno,Lars Bender
Club Brugge KV ,Belgium,Portero,32,Muy bueno,Simon Mignolet
Arsenal ,Greece,Defensa central,32,Muy bueno,Sokratis
FC Girondins de Bordeaux ,France,Defensa central,34,Muy bueno,Laurent Koscielny
West Ham United ,Poland,Portero,35,Muy bueno,Lukasz Fabianski
Sassuolo ,Italy,Portero,33,Muy bueno,Andrea Consigli
Sampdoria ,Italy,Delantero,37,Muy bueno,Fabio Quagliarella
Al Hilal ,France,Delantero,34,Muy bueno,Bafétimbi Gomis
Tigres U.A.N.L. ,France,Delantero|Delantero central,34,Muy bueno,André-Pierre Gignac
Liverpool ,England,Defensa lateral|Defensa lateral (lateral derecha)|Mediocampista central,34,Muy bueno,James Milner
Hertha BSC ,Norway,Portero,35,Muy bueno,Rune Almenning Jarstein
Free Agents ,Uruguay,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),32,Muy bueno,Mauro Evidio Nérez
Free Agents ,Uruguay,Mediocampista defensivo|Mediocampista central,36,Muy bueno,Matías David Baldona
Free Agents ,Uruguay,Portero,32,Muy bueno,Jorge Ezequiel Serendero
Sevilla FC ,Spain,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),23,Muy bueno,Reguilón
SL Benfica ,Brazil,Delantero,25,Muy bueno,Vinícius
Dynamo Kyiv ,Ukraine,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),22,Muy bueno,Viktor Tsygankov
RB Leipzig ,Spain,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista ofensivo,22,Muy bueno,Dani Olmo
Atlético Madrid ,Portugal,Delantero|Mediocampista lateral (Mediocampista derecho)|Delantero central,20,Sobresaliente,João Félix
Dinamo Zagreb ,Croatia,Portero,25,Muy bueno,Dominik Livakovic
Borussia Dortmund ,Norway,Delantero,20,Sobresaliente,Erling Braut Haaland
RCD Espanyol ,Spain,Mediocampista lateral|Mediocampista central,22,Muy bueno,Melendo
Tottenham Hotspur ,France,Mediocampista defensivo|Mediocampista central,23,Muy bueno,Tanguy Ndombele
Valencia CF ,Spain,Mediocampista lateral|Mediocampista lateral (Mediocampista derecho)|Mediocampista central,23,Muy bueno,Carlos Soler
Stade Rennais FC ,Brazil,Mediocampista lateral|Extremo (Extremo derecho),23,Muy bueno,Raphinha
RB Leipzig ,France,Delantero|Mediocampista central|Mediocampista ofensivo,22,Muy bueno,Christopher Nkunku
Leicester City ,Turkey,Defensa central,24,Muy bueno,Çaglar Söyüncü
Cruzeiro ,Brazil,Defensa lateral (lateral derecha)|Mediocampista lateral (Mediocampista derecho),20,Muy bueno,Welington Dano
São Paulo ,Brazil,Defensa lateral (lateral derecha)|Extremo|Extremo (Extremo izquierdo),28,Muy bueno,Adryan Zonta
Fluminense ,Brazil,Mediocampista defensivo|Mediocampista central,24,Muy bueno,Everton Andrão
Flamengo ,Brazil,Portero,24,Muy bueno,Héniton Pires
RB Leipzig ,France,Defensa central,21,Muy bueno,Dayot Upamecano
SV Werder Bremen ,Kosovo,Delantero central|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),24,Muy bueno,Milot Rashica
Roma ,Italy,Mediocampista defensivo|Mediocampista central|Mediocampista ofensivo,24,Muy bueno,Lorenzo Pellegrini
Borussia Mönchengladbach ,France,Delantero|Extremo (Extremo izquierdo),22,Muy bueno,Marcus Thuram
Athletic Club ,Spain,Defensa central,25,Muy bueno,Yeray
Chelsea ,United States,Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),21,Muy bueno,Christian Pulisic
Juventus ,Uruguay,Mediocampista central,23,Muy bueno,Rodrigo Bentancur
SD Eibar ,Serbia,Portero,28,Muy bueno,Marko Dmitrovic
FC Bayern München ,France,Defensa lateral|Defensa central,24,Muy bueno,Benjamin Pavard
Paris Saint-Germain ,France,Defensa lateral (lateral derecha)|Defensa central,24,Muy bueno,Abdou Diallo
AS Monaco Football Club SA ,Russia,Mediocampista central|Mediocampista ofensivo,24,Muy bueno,Alexandr Golovin
Manchester United ,Ivory Coast,Defensa central,26,Muy bueno,Eric Bailly
RB Leipzig ,Austria,Defensa lateral|Mediocampista defensivo|Mediocampista central,23,Muy bueno,Konrad Laimer
Real Sociedad ,Spain,Mediocampista central,24,Muy bueno,Merino
Wolverhampton Wanderers ,Portugal,Delantero central|Extremo (Extremo izquierdo),23,Muy bueno,Diogo Jota
Inter ,Italy,Mediocampista central|Mediocampista ofensivo,23,Muy bueno,Nicolò Barella
Olympique Lyonnais ,Cameroon,Delantero|Mediocampista lateral (Mediocampista derecho),27,Muy bueno,Karl Toko-Ekambi
Olympique de Marseille ,France,Mediocampista central|Mediocampista ofensivo,25,Muy bueno,Valentin Rongier
Getafe CF ,Spain,Delantero,31,Muy bueno,Mata
Tottenham Hotspur ,England,Mediocampista defensivo|Mediocampista central,24,Muy bueno,Harry Winks
Napoli ,Mexico,Delantero|Extremo (Extremo derecho)|Extremo (Extremo izquierdo),24,Muy bueno,Hirving Lozano
Olympique Lyonnais ,Belgium,Defensa central,25,Muy bueno,Jason Denayer
Inter ,Uruguay,Mediocampista defensivo,28,Muy bueno,Matias Vecino
AS Monaco Football Club SA ,France,Mediocampista defensivo|Mediocampista central,25,Muy bueno,Tiemoué Bakayoko
Sevilla FC ,Brazil,Defensa central,27,Muy bueno,Diego Carlos
Newcastle United ,France,Delantero|Mediocampista lateral (Mediocampista derecho)|Extremo (Extremo izquierdo),23,Muy bueno,Allan Saint-Maximin
Athletic Club ,Spain,Mediocampista defensivo|Mediocampista central,30,Muy bueno,Dani García
Torino ,Italy,Defensa central,28,Muy bueno,Armando Izzo
OGC Nice ,Argentina,Portero,27,Muy bueno,Walter Benítez
Olympique de Marseille ,Argentina,Delantero,30,Muy bueno,Darío Benedetto
River Plate ,Argentina,Portero,33,Muy bueno,Franco Armani
Olympique Lyonnais ,Brazil,Mediocampista defensivo|Mediocampista central,28,Muy bueno,Thiago Mendes
Chelsea ,Denmark,Defensa central,24,Muy bueno,Andreas Christensen
Everton ,Portugal,Mediocampista defensivo|Mediocampista central,26,Muy bueno,André Gomes
Olympique de Marseille ,France,Mediocampista central|Mediocampista ofensivo,25,Muy bueno,Morgan Sanson
River Plate ,Colombia,Mediocampista ofensivo,27,Muy bueno,Juan Fernando Quintero
Manchester United ,Brazil,Mediocampista defensivo|Mediocampista central,27,Muy bueno,Fred
AFC Bournemouth ,Netherlands,Defensa central,25,Muy bueno,Nathan Aké
Real Madrid ,Spain,Mediocampista lateral|Extremo (Extremo derecho),29,Muy bueno,Lucas Vázquez
TSG 1899 Hoffenheim ,Israel,Delantero,28,Muy bueno,Munas Dabbur
Real Sociedad ,Belgium,Mediocampista lateral|Extremo (Extremo derecho),25,Muy bueno,Adnan Januzaj
SL Benfica ,Brazil,Mediocampista defensivo|Mediocampista central,26,Muy bueno,Gabriel
Watford ,France,Mediocampista defensivo|Mediocampista central|Mediocampista ofensivo,27,Muy bueno,Abdoulaye Doucouré
Milan ,Turkey,Mediocampista central|Extremo (Extremo izquierdo),26,Muy bueno,Hakan Çalhanoglu
RB Leipzig ,Denmark,Delantero,26,Muy bueno,Yussuf Poulsen
Sevilla FC ,Argentina,Mediocampista lateral (Mediocampista derecho)|Mediocampista central|Mediocampista ofensivo,31,Muy bueno,Franco Vázquez
Aston Villa ,England,Mediocampista central|Mediocampista ofensivo|Extremo (Extremo izquierdo),24,Muy bueno,Jack Grealish
Borussia Mönchengladbach ,France,Delantero|Extremo (Extremo izquierdo),27,Muy bueno,Alassane Plea
Shakhtar Donetsk ,Ukraine,Mediocampista defensivo,30,Muy bueno,Taras Stepanenko
Manchester United ,England,Defensa lateral (lateral derecha),25,Muy bueno,Luke Shaw
Sevilla FC ,Argentina,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),26,Muy bueno,Lucas Ocampos
FC Schalke 04 ,Serbia,Defensa central,27,Muy bueno,Matija Nastasic
Manchester City ,France,Defensa lateral (lateral derecha),26,Muy bueno,Benjamin Mendy
RB Leipzig ,Hungary,Defensa central,27,Muy bueno,Willi Orban
Toronto FC ,Spain,Mediocampista ofensivo|Delantero central,28,Muy bueno,Pozuelo
Atlético Madrid ,Croatia,Defensa lateral,28,Muy bueno,Šime Vrsaljko
Burnley ,England,Portero,28,Muy bueno,Nick Pope
FC Porto ,Cape Verde,Delantero,29,Muy bueno,Zé Luís
Olympique de Marseille ,Spain,Defensa central,30,Muy bueno,Álvaro
Wolverhampton Wanderers ,France,Defensa central,29,Muy bueno,Willy Boly
Burnley ,England,Defensa central,27,Muy bueno,James Tarkowski
Torino ,Italy,Delantero,29,Muy bueno,Simone Zaza
RCD Espanyol ,Spain,Mediocampista lateral (Mediocampista derecho)|Mediocampista central|Mediocampista ofensivo,26,Muy bueno,Sergi Darder
FC Schalke 04 ,Senegal,Defensa central|Mediocampista defensivo,29,Muy bueno,Salif Sané
Wolverhampton Wanderers ,Republic of Ireland,Lateral (lateral izquierdo)|Extremo (Extremo derecho),28,Muy bueno,Matt Doherty
Real Betis ,Algeria,Defensa central,28,Muy bueno,Aïssa Mandi
Shakhtar Donetsk ,Brazil,Defensa lateral (lateral derecha),30,Muy bueno,Ismaily
1. FC Köln ,Germany,Portero,27,Muy bueno,Timo Horn
Club Brugge KV ,Belgium,Mediocampista central|Mediocampista ofensivo,27,Muy bueno,Hans Vanaken
Levante UD ,Spain,Mediocampista defensivo|Mediocampista central,27,Muy bueno,Campaña
Atlético Madrid ,Spain,Delantero|Mediocampista lateral|Mediocampista lateral (Mediocampista derecho),30,Muy bueno,Vitolo
Arsenal ,Switzerland,Mediocampista defensivo|Mediocampista central,27,Muy bueno,Granit Xhaka
Atalanta ,Colombia,Delantero,29,Muy bueno,Luis Muriel
Brighton & Hove Albion ,Australia,Portero,28,Muy bueno,Mathew Ryan
Liverpool ,England,Mediocampista lateral|Mediocampista central,26,Muy bueno,Alex Oxlade-Chamberlain
VfL Wolfsburg ,France,Defensa central|Mediocampista defensivo|Mediocampista central,29,Muy bueno,Josuha Guilavogui
River Plate ,Argentina,Mediocampista defensivo|Mediocampista central,34,Muy bueno,Enzo Pérez
Liverpool ,Croatia,Defensa central,31,Muy bueno,Dejan Lovren
Levante UD ,Spain,Portero,29,Muy bueno,Aitor
Manchester City ,Argentina,Defensa central,32,Muy bueno,Nicolás Otamendi
Borussia Dortmund ,Germany,Mediocampista central|Mediocampista ofensivo|Delantero central,28,Muy bueno,Mario Götze
Manchester United ,Serbia,Mediocampista defensivo|Mediocampista central,31,Muy bueno,Nemanja Matic
LOSC Lille ,France,Mediocampista defensivo|Mediocampista central,29,Muy bueno,Benjamin André
Crystal Palace ,Spain,Portero,33,Muy bueno,Guaita
Chelsea ,Spain,Extremo (Extremo derecho)|Extremo (Extremo izquierdo),33,Muy bueno,Pedro
Shanghai SIPG FC ,Brazil,Delantero|Extremo (Extremo derecho),34,Muy bueno,Hulk
Valencia CF ,France,Mediocampista defensivo|Mediocampista central,29,Muy bueno,Francis Coquelin
Eintracht Frankfurt ,Netherlands,Delantero,31,Muy bueno,Bas Dost
Free Agents ,Russia,Delantero,31,Muy bueno,Artem Dzyuba
Borussia Mönchengladbach ,Germany,Mediocampista ofensivo|Delantero central,31,Muy bueno,Lars Stindl
Everton ,Iceland,Mediocampista central|Mediocampista ofensivo,30,Muy bueno,Gylfi Sigur?sson
Lazio ,Italy,Mediocampista defensivo|Mediocampista central,35,Muy bueno,Marco Parolo
Real Betis ,Brazil,Defensa central,30,Muy bueno,Sidnei
