Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Adventure, Science Fiction, Animation, Fantasy, Horror",en,2020-04-29,6.5,opens; dimension; portal,Cranston Academy: Monster Zone
Drama,en,2011-09-30,7.5,challenge; partners; draw,Courageous
"Horror, Drama, Science Fiction",ko,2006-07-27,7.0,assist; squidlike; toxic,The Host
"Thriller, Mystery",en,2006-05-17,6.7,murder; paris’; religious,The Da Vinci Code
"Animation, Drama, Romance",ja,2013-05-31,7.6,rainy; without; see,The Garden of Words
"Action, Science Fiction, Thriller",en,2021-02-19,6.9,responsible; again; situation,Boss Level
"Adventure, Action, Thriller",th,2008-12-04,6.4,vicious; boy; alive,Ong Bak 2
"Horror, Comedy",en,2003-12-30,5.2,very; coins; wise,Leprechaun: Back 2 tha Hood
"Horror, Mystery, Thriller",en,2004-10-22,5.9,person; rage; american,The Grudge
"Action, Thriller, Science Fiction",en,1986-07-18,7.9,found; search; species,Aliens
"Crime, Drama, Thriller",pt,2021-09-24,6.4,parents; richthofen's; death,The Boy Who Killed My Parents
"Thriller, Horror, Action",en,2019-07-11,6.3,haley; no; discover,Crawl
"Thriller, Science Fiction, Action, Adventure",en,2001-07-25,5.7,race; evade; uncharted,Planet of the Apes
"Comedy, Fantasy",en,2012-05-09,6.0,returns; barnabas; fallen,Dark Shadows
Drama,en,2021-10-08,6.2,heads; porn; road,Pleasure
Horror,ja,2010-08-13,4.2,speaks; wife; gently,The Legend of Siren XXX
"Science Fiction, Mystery, Thriller",en,2015-07-10,6.4,mystery; extremely; kill,Self/less
"Action, Thriller, Crime",en,2015-09-02,5.5,attempt; france; mercenary,The Transporter Refueled
"Mystery, Thriller",en,2018-02-28,6.5,intelligence; terms; career,Red Sparrow
"Horror, Thriller",en,1981-05-01,6.1,ready; opens; seems,Friday the 13th Part 2
"Fantasy, Action, Science Fiction, Adventure",en,2017-08-03,5.7,parallel; dark; disillusioned,The Dark Tower
"Drama, Comedy",en,2013-06-15,5.3,civilization; cope; past,Goodbye World
"Adventure, Science Fiction, Action, Mystery",en,2016-03-09,6.1,taken; welfare; protective,Allegiant
"Drama, Thriller, Mystery",en,2011-04-23,6.2,kidney; muchneeded; improving,The Good Doctor
"Action, Adventure, Family, Fantasy, Science Fiction, Thriller",en,1997-03-27,5.7,turbo; wizard; incredible,Turbo: A Power Rangers Movie
"Family, Animation, Comedy",en,2017-07-26,6.6,adam; superpowers; know,The Son of Bigfoot
"Drama, Action",en,2008-03-04,6.7,until; picks; jake,Never Back Down
"Horror, Crime, Mystery, Thriller",en,2017-10-26,6.2,each; city; kramer,Jigsaw
Documentary,en,2011-07-27,8.0,movie; weeks; series,50 Greatest Harry Potter Moments
"Drama, Comedy",en,2004-08-01,6.9,shift; art; ben,Cashback
Thriller,es,2021-07-30,5.3,dubbing; buenos; vivid,The Intruder
"Comedy, Drama",en,2020-07-24,6.4,catholic; masturbating; considered,"Yes, God, Yes"
Drama,en,2014-08-21,7.4,choice; cellist; mia's,If I Stay
"Drama, Action, History, Thriller",ko,2011-08-10,7.2,mission; finance; taken,War of the Arrows
"Comedy, Family, Adventure, Animation",en,2006-06-15,5.5,reign; lord; ruling,Garfield: A Tail of Two Kitties
"Comedy, Fantasy",en,1989-06-16,6.5,ghost; hopefully; defeated,Ghostbusters II
"Animation, Family, Comedy",en,2005-11-04,5.9,day?; planet; misfit,Chicken Little
"Action, Thriller",en,1990-07-02,6.9,renegade; offduty; feeling,Die Hard 2
"War, Action, Drama",en,2017-07-19,7.5,army; soldiers; britain,Dunkirk
"Adventure, Action",en,1981-06-12,7.9,professor; covenant; government,Raiders of the Lost Ark
"Drama, Action",en,2016-09-28,6.8,created; us; drilling,Deepwater Horizon
"Animation, Family, Fantasy, Music, TV Movie, Science Fiction",en,2019-09-02,8.4,universe; galaxy; earth,Steven Universe: The Movie
"Horror, Mystery",en,1999-07-14,6.3,three; student; near,The Blair Witch Project
Horror,en,2006-01-06,5.9,no; head; expectations,Hostel
"Family, Fantasy, Science Fiction, Drama",en,2009-10-16,6.5,build; land; sailing,Where the Wild Things Are
"Mystery, Thriller, Drama, Action",en,2016-10-13,6.0,robert; professor; deadly,Inferno
"Horror, Thriller",en,2014-01-01,5.4,until; turns; seventeenyearold,Paranormal Activity: The Marked Ones
"Action, Horror",en,2004-03-19,7.0,zombies; shopping; taken,Dawn of the Dead
"Animation, Action, Science Fiction",ja,2019-05-24,7.1,mutants; department; control,Promare
"Animation, Action, Adventure",ja,2003-12-20,6.8,class; stolen; jug,Naruto: The Lost Story - Mission: Protect the Waterfall Village!
"Animation, Comedy, Family",en,2017-03-23,6.5,how; narrator; told,The Boss Baby
"Family, Fantasy, Adventure",en,2020-01-01,6.7,adversaries; behind; doctor,Dolittle
Drama,en,2017-04-07,6.8,awardwinning; true; results,The Case for Christ
"Comedy, Family",en,2011-06-17,5.9,swank; each; upsidedown,Mr. Popper's Penguins
"Drama, Adventure, Romance",cn,2011-04-14,4.7,yangsheng; journeys; based,3-D Sex and Zen: Extreme Ecstasy
Romance,ko,2018-08-22,7.6,course; separated; circumstances,On Your Wedding Day
Western,en,2007-09-06,7.2,outlaw; 1800s; deliver,3:10 to Yuma
Horror,en,2020-12-04,5.0,she’s; some; reconnect,Castle Freak
"Fantasy, Comedy, Animation, Science Fiction, Family",en,2015-03-18,6.8,overlyconfident; capture; promptly,Home
Drama,en,2015-10-15,7.0,hate; off; faith,Woodlawn
"Science Fiction, Adventure, Action",en,2005-05-17,7.4,enacts; darth; anakin,Star Wars: Episode III - Revenge of the Sith
"Crime, Drama, Mystery, Thriller",en,2007-03-02,7.5,letters; terrified; san,Zodiac
Science Fiction,en,2014-02-05,7.0,halo; between; sedra,Halo: Nightfall
Horror,en,1990-10-19,6.8,walking; farmhouse; use,Night of the Living Dead
"Drama, Romance",it,2004-03-12,5.7,socialite; hookup; boy,Three Steps Over Heaven
"Horror, Thriller",en,2001-10-26,6.2,ghosts; activist; inside,Thir13en Ghosts
"Comedy, Family",en,2010-03-19,6.2,considering; scariest; any,Diary of a Wimpy Kid
"Action, Animation, Fantasy",ja,1989-03-18,7.3,come; lucifer; gold,Saint Seiya: Warriors of the Final Holy Battle
Animation,ja,2011-03-19,6.7,timeskip; release; film,One Piece 3D: Straw Hat Chase
"Romance, Comedy",en,2018-04-13,6.6,employee; yacht; owner,Overboard
"Comedy, Family",en,2008-12-26,5.2,bernard; kidnap; hold,Beethoven's Big Break
"Horror, Adventure, Action",en,2004-05-05,6.3,monster; defeating; bloodline,Van Helsing
"Action, Thriller, Science Fiction, Adventure",en,2011-02-18,6.2,gets; each; incredible,I Am Number Four
"Drama, Action",en,2006-12-20,6.8,nationally; balboa; virtual,Rocky Balboa
"Comedy, Family, Romance",en,2001-08-03,6.9,european; make; mom,The Princess Diaries
"Fantasy, Mystery, Thriller",ja,2006-06-17,6.9,winner; murderer; detective,Death Note
"Animation, Family, Adventure, Fantasy",en,2009-09-03,6.7,right; puts; precious,Tinker Bell and the Lost Treasure
"Family, Animation, Comedy, Science Fiction",en,1996-11-15,6.9,secret; mountain; decide,Space Jam
"Action, Fantasy",zh,2016-07-28,5.5,zhou; dragon; jiang,League of Gods
"Drama, Thriller",ja,2021-04-02,5.9,side; ability; trepanation,Homunculus
"Mystery, Thriller, Crime, Comedy, Drama",ko,2020-02-19,7.2,cash; girlfriend; crashing,Beasts Clawing at Straws
"Action, Mystery, Science Fiction",en,2009-03-04,7.3,vigilantes; veterans; brought,Watchmen
"Action, Thriller",en,2014-08-06,6.0,however; stormchasers; span,Into the Storm
"Family, Adventure, Animation, Comedy",en,2017-03-23,6.3,smurfs; hefty; smurfette,Smurfs: The Lost Village
"Romance, Comedy",en,2008-09-19,5.7,tank; employs; buddy,My Best Friend's Girl
"Adventure, Animation, Drama, Family",en,1998-12-16,7.2,royal; empire; final,The Prince of Egypt
"Adventure, Comedy, Family",en,1985-06-07,7.5,old; off; data,The Goonies
"Comedy, Action, Adventure",en,2010-04-08,6.1,dinner; thieves—and; foster,Date Night
"Adventure, Fantasy, Action, Thriller, Science Fiction",en,1997-05-02,7.5,driver; task; part,The Fifth Element
"Drama, Action, Thriller",en,2018-02-01,6.2,dangerous; drug; defends,Braven
Comedy,en,2015-07-28,6.3,road; closer; rusty,Vacation
Drama,es,2021-06-25,5.9,media; around; lucas,Lucas
Horror,en,1993-08-13,4.5,evil; anywhere; fierce,Jason Goes to Hell: The Final Friday
"Crime, Drama, Thriller",pt,2021-09-24,6.5,point; parents; shocking,The Girl Who Killed Her Parents
"Action, Thriller, Science Fiction, Adventure",en,1998-07-01,6.8,space; stop; isn't,Armageddon
"Horror, Mystery",en,2016-12-21,6.7,son; discover; increasingly,The Autopsy of Jane Doe
"Action, Adventure, Drama",en,2016-04-06,6.3,defeating; ravenna; white,The Huntsman: Winter's War
"Action, Thriller",en,2017-09-28,6.8,bombing; hold; vendetta,The Foreigner
"Thriller, Mystery",es,2011-09-16,7.3,deals; orchestra; conductor,The Hidden Face
"Drama, Comedy",es,1994-03-29,6.3,milk; moon; child,The Tit and the Moon
"Animation, Fantasy, Action, Drama, Comedy",ja,2015-03-15,6.9,half; among; suddenly,Beyond the Boundary: I'll Be Here – Past
"Adventure, Family",en,2021-10-13,7.2,forest; canadian; alma,The Wolf and the Lion
"Family, Fantasy, Science Fiction, Adventure, Comedy",en,2005-11-06,6.4,danny; zathura; inside,Zathura: A Space Adventure
Comedy,fr,2021-11-11,6.0,fought; women's; travels,Flashback
Comedy,en,2005-10-30,5.5,camp; older; wants,American Pie Presents: Band Camp
"Drama, Crime",en,2014-09-12,6.7,saginowski; past; entwined,The Drop
"Crime, Drama, Thriller",en,2017-07-13,6.9,leaders; rival; gangster,Shot Caller
"Drama, History, War",en,2012-09-14,6.1,us; deciding; gen,Emperor
"Horror, Thriller",en,2020-11-17,5.5,jack; writer; too,Playhouse
"Action, Comedy, Drama, Thriller",en,2005-06-07,6.7,spicy; suburbanites; wicked,Mr. & Mrs. Smith
"Comedy, Drama, Romance",es,1999-06-18,6.7,maria; drama; rejection,"Sex, Shame & Tears"
"Animation, Family, Comedy, Science Fiction",en,2005-01-22,6.6,ultimate; getting; malfunction,Lilo & Stitch 2: Stitch Has a Glitch
"Adventure, Drama",en,2018-08-17,6.4,awry; goes; inexperienced,Alpha
"Action, Thriller, Crime, Drama",en,2012-03-15,6.5,mexican; placed; survive,Get the Gringo
"Horror, Thriller",en,1991-09-05,5.3,installment; returns; you,Freddy's Dead: The Final Nightmare
Drama,en,2013-04-03,6.1,having; happiness; mounting,Adore
"Drama, Comedy",en,2018-11-16,8.2,forced; tour; lip,Green Book
"Action, Adventure, Comedy, Science Fiction",en,2002-07-03,6.3,destruction; universe; no,Men in Black II
"Comedy, Family, Fantasy",en,1964-08-27,7.6,magical; neglected; closer,Mary Poppins
"Drama, Romance",ko,2020-04-03,6.0,mother; main; contact,Young Mother 5
"Family, Animation, Comedy, Science Fiction",en,2021-05-04,7.0,lords; far; wars,Maggie Simpson in The Force Awakens from Its Nap
"Action, Crime",en,2003-10-10,8.0,vengeance; –; plot,Kill Bill: Vol. 1
"Action, Animation, Drama, Fantasy, Romance",ja,2017-10-14,7.5,battle; shiro; academy,Fate/stay night: Heaven's Feel I. Presage Flower
"Action, Adventure, Crime",es,2021-06-04,6.6,brother; crafted; murder,Xtreme
"Drama, Horror, Thriller",en,2020-01-27,6.5,surface; harrowing; escape,His House
Drama,ko,2019-02-13,7.8,learn; old; attorney,Innocent Witness
"Science Fiction, Adventure, Action, Thriller",en,2013-03-27,5.6,mortal; existence; contend,G.I. Joe: Retaliation
"Horror, Thriller",en,2018-08-27,5.4,boyfriend; results; station,Open 24 Hours
"Family, Adventure, Animation, Romance",en,1998-08-04,5.5,mission:; create; john,Pocahontas II: Journey to a New World
"Action, Crime, Thriller",en,2017-08-01,5.8,swat; “the; prisoner,S.W.A.T.: Under Siege
"Romance, Comedy",en,1978-07-07,7.4,greaser; summer; discover,Grease
Comedy,fr,2013-03-06,6.3,lantins; were; charming,It Boy
"Drama, History",en,1979-10-19,8.4,luke; gospel; ministry,Jesus
Animation,ja,2016-12-03,7.2,kuroko; basket; third,Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou
"Comedy, Romance, Drama",en,1999-03-30,7.6,too; bianca; match,10 Things I Hate About You
"Action, Adventure, Thriller, Crime",en,2008-11-26,6.1,intercept; official; en,Transporter 3
Comedy,pt,2021-06-02,5.2,social; influencer; vibrant,Carnaval
"Family, Adventure, Animation, Comedy",en,2002-07-19,5.7,east; manhattan's; mouse,Stuart Little 2
"Horror, Mystery",en,2002-10-18,6.6,skeptical; exactly; sounded,The Ring
"Action, Adventure, Fantasy, Drama",en,2012-01-17,4.5,ufc; power; mummy,The Scorpion King 3: Battle for Redemption
"Animation, Family, Adventure, Comedy, Fantasy",en,2017-10-27,6.4,best; olaf; holiday,Olaf's Frozen Adventure
"Horror, Science Fiction",en,2001-07-24,4.8,just; could; it's,Jason X
"Drama, Horror, Science Fiction, Thriller",th,2021-05-26,6.5,witnessing; hospital; proof,Ghost Lab
"Horror, Comedy, Romance",en,2013-01-31,6.4,sets; girlfriend; might,Warm Bodies
"Comedy, Romance",en,2021-12-16,7.2,wives; bringing; mother’s,A Naija Christmas
Drama,zh,2019-10-25,8.4,copes; friendship; bullied,Better Days
"Family, Comedy, Animation, Adventure",ja,1992-07-18,7.8,enough; friend; flying,Porco Rosso
"Animation, Fantasy",ja,2003-03-08,7.2,came; protect; leader,Doraemon: Nobita and the Windmasters
"Science Fiction, Action, Adventure",en,2006-06-28,5.7,ridding; free; luthor,Superman Returns
Comedy,en,2016-12-22,6.3,dad; rich; boyfriend,Why Him?
"Music, Drama",en,2002-11-08,7.1,wages; scene; feeding,8 Mile
"Animation, Romance, Drama",ja,2014-03-15,6.3,(kirishima); blackmail; actually,Sekaiichi Hatsukoi Movie
"Adventure, Action, Thriller",en,1997-12-11,6.3,prevent; bond; international,Tomorrow Never Dies
"Drama, Horror",en,2013-10-16,6.0,telekinetic; too; far,Carrie
"Animation, Action, Comedy, Mystery, Crime, Fantasy",ja,2018-03-03,8.2,forms; catastrophe; detective,Bungo Stray Dogs: Dead Apple
"Comedy, Action, Adventure, Fantasy",en,2020-10-16,7.4,survive; dangerous; stand,Love and Monsters
Animation,ja,2009-08-01,7.5,using; allpowerful; together,Summer Wars
"Science Fiction, Drama, Thriller",en,1982-06-25,7.9,short; runner; terminate,Blade Runner
Horror,en,1989-04-21,6.6,property; contemplate; dead,Pet Sematary
"Science Fiction, Mystery, Adventure",en,1968-04-02,8.1,9000; its; super,2001: A Space Odyssey
"Action, Comedy, Crime",en,2015-05-06,6.8,cia; global; analyst,Spy
"Action, Adventure, Crime",en,2013-07-17,6.4,annihilation; wave; insane,Kick-Ass 2
"Animation, Family, Fantasy",en,2011-03-01,6.7,ken; just; fairies,Barbie: A Fairy Secret
"Action, Adventure, Crime",en,1994-06-09,7.1,payne; then; any,Speed
"Horror, Mystery",en,2020-10-02,5.0,remote; ends; night,Death of Me
"Romance, Drama",tr,2021-07-09,5.8,family's; aslı; 16yearold,Last Summer
"Adventure, Action, Thriller",en,1996-05-22,6.9,mole; process; even,Mission: Impossible
"Mystery, Family, Animation, Adventure, Comedy",en,2005-01-01,7.1,however; goes; wiki,Aloha Scooby-Doo!
Drama,en,1998-07-01,8.4,vineyard's; prison; acts,American History X
"Action, Animation, Science Fiction",ja,1995-11-18,7.9,section; cops; puppetmaster',Ghost in the Shell
"Romance, Comedy",en,2010-01-08,6.9,tradition; action; surly,Leap Year
"Horror, Thriller",en,2014-08-14,6.7,streets; ventures; catacombs,"As Above, So Below"
"Action, Thriller",en,1988-07-15,7.7,minutes; guys; rescue,Die Hard
"Horror, Mystery",en,2006-04-21,6.5,mother; hill; itself,Silent Hill
"Action, Animation",ja,2015-12-04,8.1,(and; reveal; says,One Punch Man: Road to Hero
Comedy,en,2001-12-07,5.7,teen; '90s; sendup,Not Another Teen Movie
"Action, Science Fiction, Adventure",en,1984-12-14,6.2,leader; substance; arrakis—the,Dune
"Animation, Family",en,2007-09-17,7.2,pals; kingdom; film,Barbie as the Island Princess
Science Fiction,en,2014-04-04,4.0,fleet; pod; bermuda,Bermuda Tentacles
"Comedy, Family, Romance, Fantasy",en,2003-08-05,6.4,wears; magical; likes,Freaky Friday
Comedy,en,2021-03-29,5.8,adventure; vista; everyone,Barb & Star Go to Vista Del Mar
"Comedy, Family",en,2021-11-07,4.8,decades; james; joins,Father Christmas Is Back
"Adventure, Family, Fantasy",en,1995-07-14,6.4,cupboard; adventure; involved,The Indian in the Cupboard
"Comedy, Drama, Romance",no,2021-10-13,7.7,julie; waters; realistic,The Worst Person in the World
"Action, Animation, Crime, Thriller",en,2009-09-24,7.1,detective; called; go,Killer Bean Forever
"Romance, Drama",es,2017-10-05,5.8,lucia's; lucía; wedding,Desire
"Romance, Drama",es,2015-11-19,6.6,also; limits; challenging,Sexo salvaje
"Action, Animation, Fantasy",ja,1987-07-18,7.1,christ; meet; saints,Saint Seiya: Evil Goddess Eris
"Action, Drama",en,2013-07-04,6.0,sacrifices; position; beijing,Man of Tai Chi
"Action, Thriller",en,2013-11-12,7.0,horribly; small; went,Homefront
"Science Fiction, Horror, Action",en,1997-11-12,6.1,surprises; reaching; band,Alien Resurrection
Comedy,en,2015-01-16,6.5,doug; owner; hilarious,The Wedding Ringer
"Science Fiction, Thriller",en,2004-01-22,7.5,however; occupy; past,The Butterfly Effect
"Action, Crime, Thriller",id,2014-03-27,7.6,rama; undercover; building,The Raid 2
"Action, Comedy",en,2013-06-12,6.2,jay; franco's; faced,This Is the End
"Action, Comedy, Fantasy, Romance",en,2010-08-12,7.4,band; getting; rid,Scott Pilgrim vs. the World
"Animation, Family, Drama, Fantasy",en,2009-11-04,6.9,fate; redemption; awakened,A Christmas Carol
Drama,en,2011-08-09,8.2,mysteriously; offended; maid,The Help
Comedy,en,2011-11-11,4.3,year:; dreads; jack,Jack and Jill
Music,en,2021-09-03,8.0,performance; every; happier,Happier Than Ever: A Love Letter to Los Angeles
Comedy,en,2014-10-09,7.1,unlikely; hedonistic; parents,St. Vincent
"Drama, Adventure, Romance, TV Movie",en,2012-06-16,6.5,themselves; island; learn,Blue Lagoon: The Awakening
"Comedy, Horror",en,1985-04-25,7.2,gas; klutzes; warehouse,The Return of the Living Dead
"Comedy, Romance, Drama",en,2010-10-02,6.9,ground; common; goddaughter,Life As We Know It
"Action, Crime, Thriller, Mystery",ko,2019-01-01,7.1,violence; sexual; sister,No Mercy
"Mystery, Thriller, Action",en,2008-09-25,6.4,suddenly; uses; events,Eagle Eye
"Animation, Comedy, Adventure, Fantasy, Family",da,2018-12-25,7.3,doll; worker; avenge,Checkered Ninja
"Drama, Romance",en,2016-12-06,7.3,questions; meaning; things,Collateral Beauty
"Action, Comedy, Family",en,2010-01-15,5.8,formula; accidentally; downloads,The Spy Next Door
"Animation, Family, Adventure, Science Fiction",en,2001-06-02,6.9,underwater; protecting; historian,Atlantis: The Lost Empire
"Adventure, Drama, Family",en,1988-10-21,6.9,male; try; human,The Bear
"Drama, Action, Crime",pt,2007-10-12,8.1,intends; slum; eliminate,Elite Squad
"Family, Animation, Comedy, Adventure",en,1998-11-20,6.2,baby; trip; older,The Rugrats Movie
"Drama, Thriller, Action",en,2006-01-26,7.5,soldier; turned; fisherman's,Blood Diamond
"Family, Adventure, Fantasy, Drama",en,2008-02-14,6.6,alternate; brothers; grace,The Spiderwick Chronicles
"Thriller, Action, Adventure, Science Fiction",en,2012-04-11,5.8,brother; fiancée's; alien,Battleship
"Science Fiction, Action, Animation, Adventure",en,2015-01-27,7.1,apokoliptiantyrant; events; black,Justice League: Throne of Atlantis
